01.06.2020 13:49:41(01.06.2020 14:11:20 ~ 01.06.2020 15:49:41) > Undelivered Order. ShopID = 350. OrederID = 2451189. Weight = 3,968, Lat = 55,663513, Long = 37,517921, dist =0,68 km, arrivalTime =  2,05 min
01.06.2020 15:51:03(01.06.2020 16:15:06 ~ 01.06.2020 17:51:03) > Undelivered Order. ShopID = 1680. OrederID = 2458085. Weight = 6,971, Lat = 55,1017872976779, Long = 36,5986985, dist =2,27 km, arrivalTime =  6,81 min
01.06.2020 18:02:03(01.06.2020 18:12:24 ~ 01.06.2020 20:02:03) > Undelivered Order. ShopID = 1680. OrederID = 2462800. Weight = 2,528, Lat = 55,1204616992261, Long = 36,5756186, dist =2,03 km, arrivalTime =  6,08 min
01.06.2020 18:01:56(01.06.2020 18:13:36 ~ 01.06.2020 20:01:56) > Undelivered Order. ShopID = 1680. OrederID = 2453512. Weight = 2,543, Lat = 55,118179, Long = 36,590431, dist =0,88 km, arrivalTime =  2,65 min
01.06.2020 19:27:02(01.06.2020 20:02:46 ~ 01.06.2020 21:27:02) > Undelivered Order. ShopID = 1680. OrederID = 2468640. Weight = 9,271, Lat = 55,11573, Long = 36,58326, dist =1,48 km, arrivalTime =  4,44 min
01.06.2020 20:34:12(01.06.2020 20:42:46 ~ 01.06.2020 22:34:12) > Undelivered Order. ShopID = 1680. OrederID = 2433397. Weight = 6,121, Lat = 55,119521299613, Long = 36,6001992, dist =0,18 km, arrivalTime =  0,53 min
01.06.2020 11:22:40(01.06.2020 11:48:08 ~ 01.06.2020 13:22:40) > Undelivered Order. ShopID = 1685. OrederID = 2440572. Weight = 11,974, Lat = 55,6133457992298, Long = 37,7004981, dist =0,96 km, arrivalTime =  2,88 min
01.06.2020 13:57:47(01.06.2020 14:10:39 ~ 01.06.2020 15:57:47) > Undelivered Order. ShopID = 1685. OrederID = 2437673. Weight = 8,505, Lat = 55,6129442992297, Long = 37,7021243, dist =0,83 km, arrivalTime =  2,49 min
01.06.2020 13:55:59(01.06.2020 14:14:52 ~ 01.06.2020 15:55:59) > Undelivered Order. ShopID = 1685. OrederID = 2452242. Weight = 14,369, Lat = 55,614948, Long = 37,703847, dist =0,95 km, arrivalTime =  2,85 min
01.06.2020 14:29:04(01.06.2020 14:34:37 ~ 01.06.2020 16:29:04) > Undelivered Order. ShopID = 1685. OrederID = 2453849. Weight = 2,793, Lat = 55,617596, Long = 37,712063, dist =1,16 km, arrivalTime =  3,49 min
01.06.2020 16:47:21(01.06.2020 17:05:35 ~ 01.06.2020 18:47:21) > Undelivered Order. ShopID = 1685. OrederID = 2459554. Weight = 9,108, Lat = 55,6170697862544, Long = 37,6989897024467, dist =1,39 km, arrivalTime =  4,18 min
01.06.2020 18:58:21(01.06.2020 19:13:03 ~ 01.06.2020 20:58:21) > Undelivered Order. ShopID = 1686. OrederID = 2461017. Weight = 4,967, Lat = 55,926647, Long = 38,009079, dist =1,71 km, arrivalTime =  5,12 min
01.06.2020 11:50:33(01.06.2020 12:16:01 ~ 01.06.2020 13:50:33) > Undelivered Order. ShopID = 1693. OrederID = 2442180. Weight = 17,479, Lat = 55,751923, Long = 37,835171, dist =2,12 km, arrivalTime =  6,37 min
01.06.2020 14:16:00(01.06.2020 14:34:11 ~ 01.06.2020 16:16:00) > Undelivered Order. ShopID = 1693. OrederID = 2452294. Weight = 8,016, Lat = 55,764084, Long = 37,838924, dist =1,00 km, arrivalTime =  3,00 min
01.06.2020 20:40:59(01.06.2020 21:02:27 ~ 01.06.2020 22:40:59) > Undelivered Order. ShopID = 1693. OrederID = 2472531. Weight = 11,796, Lat = 55,752579, Long = 37,83514, dist =2,04 km, arrivalTime =  6,12 min
01.06.2020 19:56:34(01.06.2020 20:21:06 ~ 01.06.2020 21:56:34) > Undelivered Order. ShopID = 1697. OrederID = 2471013. Weight = 7,678, Lat = 55,661919, Long = 37,571636, dist =0,58 km, arrivalTime =  1,74 min
01.06.2020 15:53:37(01.06.2020 16:26:05 ~ 01.06.2020 17:53:37) > Undelivered Order. ShopID = 1703. OrederID = 2456213. Weight = 15,031, Lat = 55,547039, Long = 37,591042, dist =0,36 km, arrivalTime =  1,08 min
01.06.2020 20:40:17(01.06.2020 21:20:42 ~ 01.06.2020 22:40:17) > Undelivered Order. ShopID = 1707. OrederID = 2472296. Weight = 1,743, Lat = 60,076077, Long = 30,34354, dist =0,55 km, arrivalTime =  1,64 min
01.06.2020 14:43:14(01.06.2020 15:53:14 ~ 01.06.2020 16:43:14) > Undelivered Order. ShopID = 1712. OrederID = 2455082. Weight = 6,271, Lat = 55,7923539, Long = 37,79527, dist =1,36 km, arrivalTime =  4,08 min
01.06.2020 15:34:48(01.06.2020 16:44:48 ~ 01.06.2020 17:34:48) > Undelivered Order. ShopID = 1712. OrederID = 2457970. Weight = 2,773, Lat = 55,795789, Long = 37,8047838, dist =0,54 km, arrivalTime =  1,62 min
01.06.2020 15:43:56(01.06.2020 16:53:56 ~ 01.06.2020 17:43:56) > Undelivered Order. ShopID = 1712. OrederID = 2458209. Weight = 0,683, Lat = 55,794556, Long = 37,805141, dist =0,56 km, arrivalTime =  1,69 min
01.06.2020 10:12:55(01.06.2020 10:40:36 ~ 01.06.2020 12:12:55) > Undelivered Order. ShopID = 1713. OrederID = 2434330. Weight = 5,404, Lat = 55,3248898972965, Long = 38,6826037, dist =0,70 km, arrivalTime =  2,11 min
01.06.2020 13:59:39(01.06.2020 14:43:16 ~ 01.06.2020 15:59:39) > Undelivered Order. ShopID = 1713. OrederID = 2447402. Weight = 10,955, Lat = 55,3254142988414, Long = 38,6671338, dist =0,63 km, arrivalTime =  1,89 min
01.06.2020 16:31:03(01.06.2020 16:58:27 ~ 01.06.2020 18:31:03) > Undelivered Order. ShopID = 1713. OrederID = 2447296. Weight = 4,138, Lat = 55,34922, Long = 38,624557, dist =5,15 km, arrivalTime =  15,46 min
01.06.2020 19:09:52(01.06.2020 19:17:52 ~ 01.06.2020 21:09:52) > Undelivered Order. ShopID = 1713. OrederID = 2469394. Weight = 2,283, Lat = 55,3180138, Long = 38,6576067, dist =1,41 km, arrivalTime =  4,22 min
01.06.2020 19:53:16(01.06.2020 20:17:33 ~ 01.06.2020 21:53:16) > Undelivered Order. ShopID = 1713. OrederID = 2470866. Weight = 5,393, Lat = 55,323521, Long = 38,681843, dist =0,60 km, arrivalTime =  1,79 min
01.06.2020 15:20:57(01.06.2020 16:30:57 ~ 01.06.2020 17:20:57) > Undelivered Order. ShopID = 1725. OrederID = 2457108. Weight = 8,577, Lat = 55,879116, Long = 37,649036, dist =0,92 km, arrivalTime =  2,77 min
01.06.2020 17:18:56(01.06.2020 18:28:56 ~ 01.06.2020 19:18:56) > Undelivered Order. ShopID = 1725. OrederID = 2463755. Weight = 9,481, Lat = 55,8816778, Long = 37,644474, dist =1,29 km, arrivalTime =  3,86 min
01.06.2020 18:10:22(01.06.2020 19:20:22 ~ 01.06.2020 20:10:22) > Undelivered Order. ShopID = 1725. OrederID = 2466476. Weight = 7,52, Lat = 55,8739257, Long = 37,6453422, dist =0,30 km, arrivalTime =  0,90 min
01.06.2020 11:47:14(01.06.2020 12:22:15 ~ 01.06.2020 13:47:14) > Undelivered Order. ShopID = 1726. OrederID = 2440060. Weight = 4,198, Lat = 59,8612842887481, Long = 30,1923650807728, dist =0,47 km, arrivalTime =  1,41 min
01.06.2020 12:37:25(01.06.2020 13:47:25 ~ 01.06.2020 14:37:25) > Undelivered Order. ShopID = 1726. OrederID = 2447167. Weight = 6,451, Lat = 59,850034, Long = 30,21523, dist =1,69 km, arrivalTime =  5,07 min
01.06.2020 19:22:55(01.06.2020 20:32:55 ~ 01.06.2020 21:22:55) > Undelivered Order. ShopID = 1726. OrederID = 2469543. Weight = 3,058, Lat = 59,862518, Long = 30,160679, dist =2,45 km, arrivalTime =  7,35 min
01.06.2020 12:55:11(01.06.2020 13:00:53 ~ 01.06.2020 14:55:11) > Undelivered Order. ShopID = 1727. OrederID = 2447997. Weight = 2,805, Lat = 55,952713, Long = 37,306419, dist =0,60 km, arrivalTime =  1,79 min
01.06.2020 11:08:37(01.06.2020 12:18:37 ~ 01.06.2020 13:08:37) > Undelivered Order. ShopID = 1730. OrederID = 2441219. Weight = 2,003, Lat = 55,8756392996159, Long = 37,6020447, dist =1,36 km, arrivalTime =  4,08 min
01.06.2020 14:00:01(01.06.2020 14:50:02 ~ 01.06.2020 16:00:01) > Undelivered Order. ShopID = 1730. OrederID = 2449820. Weight = 4,888, Lat = 55,869495, Long = 37,617779, dist =1,24 km, arrivalTime =  3,72 min
01.06.2020 15:09:46(01.06.2020 15:16:51 ~ 01.06.2020 17:09:46) > Undelivered Order. ShopID = 1730. OrederID = 2456346. Weight = 3,833, Lat = 55,879086, Long = 37,611736, dist =1,94 km, arrivalTime =  5,81 min
01.06.2020 10:26:25(01.06.2020 11:36:25 ~ 01.06.2020 12:26:25) > Undelivered Order. ShopID = 1736. OrederID = 2438565. Weight = 15,876, Lat = 55,6451643, Long = 37,7200447, dist =1,35 km, arrivalTime =  4,06 min
01.06.2020 10:43:03(01.06.2020 11:53:03 ~ 01.06.2020 12:43:03) > Undelivered Order. ShopID = 1736. OrederID = 2438697. Weight = 11,887, Lat = 55,646576, Long = 37,705318, dist =2,41 km, arrivalTime =  7,24 min
01.06.2020 13:20:42(01.06.2020 14:30:42 ~ 01.06.2020 15:20:42) > Undelivered Order. ShopID = 1742. OrederID = 2450010. Weight = 7,014, Lat = 55,5095116, Long = 37,5681302, dist =0,28 km, arrivalTime =  0,83 min
01.06.2020 10:05:03(01.06.2020 10:36:32 ~ 01.06.2020 12:05:03) > Undelivered Order. ShopID = 1750. OrederID = 2433975. Weight = 5,007, Lat = 53,260826, Long = 34,313854, dist =1,00 km, arrivalTime =  3,00 min
01.06.2020 10:22:02(01.06.2020 10:45:11 ~ 01.06.2020 12:22:02) > Undelivered Order. ShopID = 1750. OrederID = 2438068. Weight = 1,098, Lat = 53,25098, Long = 34,34127, dist =1,71 km, arrivalTime =  5,14 min
01.06.2020 14:21:45(01.06.2020 14:33:32 ~ 01.06.2020 16:21:45) > Undelivered Order. ShopID = 1750. OrederID = 2440722. Weight = 3,446, Lat = 53,27063, Long = 34,351181, dist =2,43 km, arrivalTime =  7,29 min
01.06.2020 13:34:55(01.06.2020 14:00:45 ~ 01.06.2020 15:34:55) > Undelivered Order. ShopID = 1753. OrederID = 2449920. Weight = 9,511, Lat = 55,394421, Long = 37,761978, dist =6,30 km, arrivalTime =  18,91 min
01.06.2020 15:18:09(01.06.2020 16:28:09 ~ 01.06.2020 17:18:09) > Undelivered Order. ShopID = 1753. OrederID = 2456042. Weight = 4,331, Lat = 55,392548199228, Long = 37,7618258, dist =6,43 km, arrivalTime =  19,30 min
01.06.2020 16:18:08(01.06.2020 17:05:52 ~ 01.06.2020 18:18:08) > Undelivered Order. ShopID = 1753. OrederID = 2460328. Weight = 8,535, Lat = 55,402156, Long = 37,7671066, dist =5,52 km, arrivalTime =  16,57 min
01.06.2020 11:09:08(01.06.2020 11:29:41 ~ 01.06.2020 13:09:08) > Undelivered Order. ShopID = 1756. OrederID = 2435526. Weight = 3,143, Lat = 55,885315, Long = 37,590538, dist =0,52 km, arrivalTime =  1,57 min
01.06.2020 13:03:00(01.06.2020 13:10:13 ~ 01.06.2020 15:03:00) > Undelivered Order. ShopID = 1756. OrederID = 2448594. Weight = 2,913, Lat = 55,8808841988479, Long = 37,5956849, dist =0,61 km, arrivalTime =  1,83 min
01.06.2020 14:58:40(01.06.2020 15:07:43 ~ 01.06.2020 16:58:40) > Undelivered Order. ShopID = 1756. OrederID = 2454266. Weight = 6,57, Lat = 55,8837351996159, Long = 37,5892719, dist =0,29 km, arrivalTime =  0,87 min
01.06.2020 15:15:14(01.06.2020 15:21:20 ~ 01.06.2020 17:15:14) > Undelivered Order. ShopID = 1756. OrederID = 2456662. Weight = 2,048, Lat = 55,876835, Long = 37,574879, dist =1,16 km, arrivalTime =  3,49 min
01.06.2020 15:15:57(01.06.2020 15:28:42 ~ 01.06.2020 17:15:57) > Undelivered Order. ShopID = 1756. OrederID = 2455878. Weight = 4,758, Lat = 55,879581, Long = 37,596333, dist =0,71 km, arrivalTime =  2,12 min
01.06.2020 15:34:09(01.06.2020 15:53:42 ~ 01.06.2020 17:34:09) > Undelivered Order. ShopID = 1756. OrederID = 2457947. Weight = 12,667, Lat = 55,880778, Long = 37,587865, dist =0,13 km, arrivalTime =  0,39 min
01.06.2020 15:12:29(01.06.2020 15:54:26 ~ 01.06.2020 17:12:29) > Undelivered Order. ShopID = 1756. OrederID = 2455784. Weight = 17,867, Lat = 55,883709, Long = 37,589138, dist =0,28 km, arrivalTime =  0,85 min
01.06.2020 18:43:21(01.06.2020 19:08:37 ~ 01.06.2020 20:43:21) > Undelivered Order. ShopID = 1756. OrederID = 2465616. Weight = 28,198, Lat = 55,8802828988478, Long = 37,5932553, dist =0,46 km, arrivalTime =  1,38 min
01.06.2020 19:28:05(01.06.2020 19:52:57 ~ 01.06.2020 21:28:05) > Undelivered Order. ShopID = 1756. OrederID = 2470247. Weight = 6,081, Lat = 55,8775248, Long = 37,5707255, dist =1,39 km, arrivalTime =  4,17 min
01.06.2020 12:10:55(01.06.2020 13:20:55 ~ 01.06.2020 14:10:55) > Undelivered Order. ShopID = 1768. OrederID = 2445017. Weight = 53,469, Lat = 56,341301, Long = 37,520794, dist =1,44 km, arrivalTime =  4,33 min
01.06.2020 14:45:36(01.06.2020 15:08:15 ~ 01.06.2020 16:45:36) > Undelivered Order. ShopID = 1768. OrederID = 2454321. Weight = 6,263, Lat = 56,3548537988539, Long = 37,527613, dist =0,50 km, arrivalTime =  1,51 min
01.06.2020 14:49:07(01.06.2020 15:12:33 ~ 01.06.2020 16:49:07) > Undelivered Order. ShopID = 1768. OrederID = 2455306. Weight = 3,134, Lat = 56,3351634161995, Long = 37,541436937875, dist =2,63 km, arrivalTime =  7,89 min
01.06.2020 18:24:59(01.06.2020 19:01:04 ~ 01.06.2020 20:24:59) > Undelivered Order. ShopID = 1768. OrederID = 2466490. Weight = 4,38, Lat = 56,358624, Long = 37,535748, dist =1,29 km, arrivalTime =  3,86 min
01.06.2020 18:41:18(01.06.2020 19:16:55 ~ 01.06.2020 20:41:18) > Undelivered Order. ShopID = 1768. OrederID = 2467861. Weight = 2,285, Lat = 56,3674449, Long = 37,5422929, dist =2,50 km, arrivalTime =  7,51 min
01.06.2020 20:04:21(01.06.2020 20:31:15 ~ 01.06.2020 22:04:21) > Undelivered Order. ShopID = 1768. OrederID = 2471715. Weight = 3,984, Lat = 56,3385968, Long = 37,5521471, dist =2,80 km, arrivalTime =  8,41 min
01.06.2020 15:30:35(01.06.2020 16:05:40 ~ 01.06.2020 17:30:35) > Undelivered Order. ShopID = 1772. OrederID = 2457089. Weight = 6,91, Lat = 55,653954, Long = 37,264881, dist =3,16 km, arrivalTime =  9,49 min
01.06.2020 15:40:15(01.06.2020 16:08:36 ~ 01.06.2020 17:40:15) > Undelivered Order. ShopID = 1772. OrederID = 2447934. Weight = 2,925, Lat = 55,662437, Long = 37,301315, dist =0,20 km, arrivalTime =  0,60 min
01.06.2020 16:12:21(01.06.2020 16:31:37 ~ 01.06.2020 18:12:21) > Undelivered Order. ShopID = 1772. OrederID = 2459998. Weight = 3,13, Lat = 55,6541718, Long = 37,2680553, dist =2,93 km, arrivalTime =  8,79 min
01.06.2020 19:33:44(01.06.2020 19:51:07 ~ 01.06.2020 21:33:44) > Undelivered Order. ShopID = 1772. OrederID = 2469503. Weight = 2,368, Lat = 55,6546483485355, Long = 37,2665183425133, dist =3,01 km, arrivalTime =  9,04 min
01.06.2020 20:44:17(01.06.2020 20:53:55 ~ 01.06.2020 22:44:17) > Undelivered Order. ShopID = 1772. OrederID = 2472768. Weight = 1,343, Lat = 55,6566275011544, Long = 37,2631890112344, dist =3,16 km, arrivalTime =  9,48 min
01.06.2020 11:50:25(01.06.2020 13:00:25 ~ 01.06.2020 13:50:25) > Undelivered Order. ShopID = 1774. OrederID = 2443718. Weight = 2,378, Lat = 54,578773, Long = 36,251785, dist =11,78 km, arrivalTime =  35,33 min
01.06.2020 12:18:15(01.06.2020 13:28:15 ~ 01.06.2020 14:18:15) > Undelivered Order. ShopID = 1774. OrederID = 2445031. Weight = 1,053, Lat = 54,514782, Long = 36,247551, dist =3,70 km, arrivalTime =  11,10 min
01.06.2020 19:00:48(01.06.2020 19:05:45 ~ 01.06.2020 21:00:48) > Undelivered Order. ShopID = 1774. OrederID = 2460410. Weight = 1,524, Lat = 54,492359, Long = 36,181602, dist =2,88 km, arrivalTime =  8,63 min
01.06.2020 15:41:08(01.06.2020 16:44:20 ~ 01.06.2020 17:41:08) > Undelivered Order. ShopID = 1775. OrederID = 2457738. Weight = 4,06, Lat = 55,6873889984607, Long = 37,543311, dist =0,72 km, arrivalTime =  2,16 min
01.06.2020 17:43:19(01.06.2020 17:56:45 ~ 01.06.2020 19:43:19) > Undelivered Order. ShopID = 1775. OrederID = 2462846. Weight = 2,787, Lat = 55,68784, Long = 37,543736, dist =0,76 km, arrivalTime =  2,27 min
01.06.2020 18:03:18(01.06.2020 18:23:32 ~ 01.06.2020 20:03:18) > Undelivered Order. ShopID = 1775. OrederID = 2466103. Weight = 2,958, Lat = 55,6876027, Long = 37,5277584, dist =0,45 km, arrivalTime =  1,36 min
01.06.2020 18:15:01(01.06.2020 18:31:13 ~ 01.06.2020 20:15:01) > Undelivered Order. ShopID = 1775. OrederID = 2466609. Weight = 3,406, Lat = 55,686157, Long = 37,533398, dist =0,16 km, arrivalTime =  0,48 min
01.06.2020 11:50:01(01.06.2020 13:00:01 ~ 01.06.2020 13:50:01) > Undelivered Order. ShopID = 1780. OrederID = 2444072. Weight = 25, Lat = 55,4956398, Long = 37,0950636, dist =7,49 km, arrivalTime =  22,46 min
01.06.2020 12:47:49(01.06.2020 13:57:49 ~ 01.06.2020 14:47:49) > Undelivered Order. ShopID = 1780. OrederID = 2446751. Weight = 11,882, Lat = 55,495743, Long = 37,096458, dist =7,50 km, arrivalTime =  22,50 min
01.06.2020 14:48:07(01.06.2020 15:42:44 ~ 01.06.2020 16:48:07) > Undelivered Order. ShopID = 1781. OrederID = 2455366. Weight = 9,474, Lat = 55,4873576, Long = 37,3049563, dist =0,47 km, arrivalTime =  1,42 min
01.06.2020 10:59:39(01.06.2020 11:58:42 ~ 01.06.2020 12:59:39) > Undelivered Order. ShopID = 1787. OrederID = 2439753. Weight = 13,488, Lat = 55,699802, Long = 36,197906, dist =0,82 km, arrivalTime =  2,47 min
01.06.2020 20:56:43(01.06.2020 21:04:44 ~ 01.06.2020 22:56:43) > Undelivered Order. ShopID = 1795. OrederID = 2473155. Weight = 3,468, Lat = 55,5630362996147, Long = 37,5795379, dist =1,00 km, arrivalTime =  2,99 min
01.06.2020 19:00:26(01.06.2020 19:12:34 ~ 01.06.2020 21:00:26) > Undelivered Order. ShopID = 1897. OrederID = 2468236. Weight = 6,602, Lat = 55,8028186992312, Long = 37,3964977, dist =0,39 km, arrivalTime =  1,17 min
01.06.2020 18:53:23(01.06.2020 19:17:26 ~ 01.06.2020 20:53:23) > Undelivered Order. ShopID = 1897. OrederID = 2468469. Weight = 1,539, Lat = 55,801037, Long = 37,402351, dist =0,43 km, arrivalTime =  1,30 min
01.06.2020 20:12:29(01.06.2020 20:56:03 ~ 01.06.2020 22:12:29) > Undelivered Order. ShopID = 1897. OrederID = 2471375. Weight = 3,4, Lat = 55,793262081775, Long = 37,3961267987049, dist =0,89 km, arrivalTime =  2,67 min
01.06.2020 20:29:39(01.06.2020 20:58:06 ~ 01.06.2020 22:29:39) > Undelivered Order. ShopID = 1897. OrederID = 2472271. Weight = 2,143, Lat = 55,798904, Long = 37,410599, dist =1,03 km, arrivalTime =  3,10 min
01.06.2020 20:00:49(01.06.2020 20:58:29 ~ 01.06.2020 22:00:49) > Undelivered Order. ShopID = 1897. OrederID = 2471595. Weight = 6,42, Lat = 55,7931024, Long = 37,3980465, dist =0,91 km, arrivalTime =  2,74 min
01.06.2020 10:51:16(01.06.2020 11:27:47 ~ 01.06.2020 12:51:16) > Undelivered Order. ShopID = 1901. OrederID = 2438704. Weight = 4,803, Lat = 55,692795, Long = 37,718426, dist =1,82 km, arrivalTime =  5,45 min
01.06.2020 10:32:08(01.06.2020 11:42:08 ~ 01.06.2020 12:32:08) > Undelivered Order. ShopID = 1901. OrederID = 2438958. Weight = 6,813, Lat = 55,6734753, Long = 37,7248416, dist =0,83 km, arrivalTime =  2,49 min
01.06.2020 16:18:34(01.06.2020 16:30:58 ~ 01.06.2020 18:18:34) > Undelivered Order. ShopID = 1901. OrederID = 2460356. Weight = 0,866, Lat = 55,6900847, Long = 37,7177847, dist =1,49 km, arrivalTime =  4,46 min
01.06.2020 19:02:06(01.06.2020 19:40:45 ~ 01.06.2020 21:02:06) > Undelivered Order. ShopID = 1915. OrederID = 2467097. Weight = 7,223, Lat = 54,755962, Long = 32,088474, dist =4,60 km, arrivalTime =  13,81 min
01.06.2020 20:37:37(01.06.2020 20:49:52 ~ 01.06.2020 22:37:37) > Undelivered Order. ShopID = 1915. OrederID = 2471881. Weight = 3,407, Lat = 54,765606, Long = 32,027992, dist =1,10 km, arrivalTime =  3,30 min
01.06.2020 16:10:43(01.06.2020 16:59:38 ~ 01.06.2020 18:10:43) > Undelivered Order. ShopID = 1974. OrederID = 2458144. Weight = 4,017, Lat = 59,9418825996385, Long = 30,3008834, dist =1,81 km, arrivalTime =  5,42 min
01.06.2020 17:37:40(01.06.2020 17:53:45 ~ 01.06.2020 19:37:40) > Undelivered Order. ShopID = 1978. OrederID = 2464089. Weight = 6,268, Lat = 55,694145, Long = 37,561466, dist =0,22 km, arrivalTime =  0,67 min
01.06.2020 17:41:55(01.06.2020 17:59:13 ~ 01.06.2020 19:41:55) > Undelivered Order. ShopID = 1978. OrederID = 2464584. Weight = 2,659, Lat = 55,694202, Long = 37,561245, dist =0,23 km, arrivalTime =  0,69 min
01.06.2020 15:50:00(01.06.2020 16:33:39 ~ 01.06.2020 17:50:00) > Undelivered Order. ShopID = 1987. OrederID = 2457359. Weight = 8,035, Lat = 55,470264, Long = 37,546318, dist =0,26 km, arrivalTime =  0,77 min
01.06.2020 17:59:11(01.06.2020 18:16:14 ~ 01.06.2020 19:59:11) > Undelivered Order. ShopID = 1987. OrederID = 2459024. Weight = 2,843, Lat = 55,4804041894538, Long = 37,5675429460428, dist =2,34 km, arrivalTime =  7,02 min
01.06.2020 18:28:48(01.06.2020 18:58:20 ~ 01.06.2020 20:28:48) > Undelivered Order. ShopID = 1987. OrederID = 2442960. Weight = 11,663, Lat = 55,447281, Long = 37,520794, dist =3,37 km, arrivalTime =  10,11 min
01.06.2020 10:56:21(01.06.2020 12:06:21 ~ 01.06.2020 12:56:21) > Undelivered Order. ShopID = 1991. OrederID = 2440476. Weight = 2,263, Lat = 59,9971618, Long = 30,2774347, dist =1,57 km, arrivalTime =  4,72 min
01.06.2020 11:55:46(01.06.2020 13:00:03 ~ 01.06.2020 13:55:46) > Undelivered Order. ShopID = 1991. OrederID = 2439621. Weight = 6,808, Lat = 60,0042823461478, Long = 30,2962687273589, dist =0,05 km, arrivalTime =  0,14 min
01.06.2020 11:54:55(01.06.2020 13:04:55 ~ 01.06.2020 13:54:55) > Undelivered Order. ShopID = 1991. OrederID = 2444378. Weight = 1,119, Lat = 59,9854162, Long = 30,2690925, dist =3,09 km, arrivalTime =  9,26 min
01.06.2020 11:58:07(01.06.2020 13:08:07 ~ 01.06.2020 13:58:07) > Undelivered Order. ShopID = 1991. OrederID = 2443407. Weight = 4,842, Lat = 59,9998442974725, Long = 30,3000748, dist =0,60 km, arrivalTime =  1,80 min
01.06.2020 12:05:33(01.06.2020 13:15:33 ~ 01.06.2020 14:05:33) > Undelivered Order. ShopID = 1991. OrederID = 2443092. Weight = 5,923, Lat = 60,013287, Long = 30,286518, dist =1,41 km, arrivalTime =  4,24 min
01.06.2020 12:12:15(01.06.2020 13:22:15 ~ 01.06.2020 14:12:15) > Undelivered Order. ShopID = 1991. OrederID = 2444655. Weight = 5,831, Lat = 59,996372, Long = 30,308544, dist =1,29 km, arrivalTime =  3,87 min
01.06.2020 12:32:32(01.06.2020 13:42:32 ~ 01.06.2020 14:32:32) > Undelivered Order. ShopID = 1991. OrederID = 2446367. Weight = 5,643, Lat = 60,033562, Long = 30,299456, dist =3,95 km, arrivalTime =  11,86 min
01.06.2020 14:24:34(01.06.2020 15:34:34 ~ 01.06.2020 16:24:34) > Undelivered Order. ShopID = 1991. OrederID = 2453272. Weight = 4,984, Lat = 60,011295, Long = 30,319916, dist =1,84 km, arrivalTime =  5,51 min
01.06.2020 14:32:12(01.06.2020 15:42:12 ~ 01.06.2020 16:32:12) > Undelivered Order. ShopID = 1991. OrederID = 2454348. Weight = 36, Lat = 60,0321802996391, Long = 30,2948102, dist =3,77 km, arrivalTime =  11,30 min
